Pressure (mbar),Temperature (Â°C),Growth Time (min),Substrate,H2,CH4,C2H4,Ar,C2H2,No. of Graphene Layers
0.7895386133728101,0.4047619047857142,0.4165042603524648,49,0.3866991132742183,0.10329878159665395,0.0,0.018877755511022047,0.6426028547439127,1
0.7401924500370094,0.6071428571428572,0.04973550971687119,9,0.38000200013334223,0.09700490998363341,0.0,0.01935871743486974,0.5007086481947942,1
1.0000000000000002,0.6214285714285714,0.0997494302580885,64,0.33579238615907725,0.15994726313875252,0.0,0.02692384769539078,0.7010713685978169,1
0.026321243523315108,0.5714285714285714,0.008057242599190108,9,0.2666177745183012,0.3635206401163848,0.0,0.014801102204408818,0.7168564231738036,1
0.013155687145323478,0.5714285714285714,0.006390111914482865,9,0.03326888459230615,0.010729223495180943,0.0,0.005483967935871744,0.5350747271200671,1
0.13155687145324366,0.5535714285714286,0.0022222852027147556,9,0.13580905393692913,0.262156755773777,0.0,0.004008016032064129,0.8771536523929471,0
0.052622748581296876,0.592857142857143,0.04973550971687119,9,0.0066004400293352885,0.0,0.0,0.014219939879759518,0.4380235096557515,1
1.0000000000000002,0.6142857142857143,0.0997494302580885,9,0.33968597906527104,0.0,0.0,0.02692384769539078,0.542354324097397,0
0.013155687145323478,0.5857142857142856,0.03306420286979876,9,0.13327555170344688,0.01800327332242226,0.0,0.005711422845691382,0.6963560033585222,1
1.0000000000000002,0.6285714285714286,0.008057242599190108,9,0.0066004400293352885,0.0007274049827241316,0.0,0.0781563126252505,0.2806935348446683,0
1.0000000000000002,0.6000000000000001,0.11225291039339283,57,0.008267217814520967,0.022549554464448084,0.0,0.04308617234468937,0.32202015113350124,0
1.0000000000000002,0.5857142857142856,0.05807116314040741,42,0.009933995599706646,0.022549554464448084,0.0,0.028056112224448898,0.44190596137699406,0
1.0000000000000002,0.6428571428571428,0.04973550971687119,9,0.19994666311087406,0.012547735951991271,0.0,0.02652304609218437,0.545712846347607,0
1.0000000000000002,0.6160714285714286,0.6332312493644064,78,0.33328888592572836,0.0070921985815602835,0.0,0.02717434869739479,0.4972930310663307,1
1.0000000000000002,0.6285714285714286,0.024728549446262543,9,0.13327555170344688,0.002545917439534461,0.0,0.04809619238476954,0.3807002518891687,1
0.9997532691833211,0.6571428571428573,0.22311710092642453,20,0.19994666311087406,0.010729223495180943,0.0,0.021743486973947897,0.5015348446683457,0
0.9997532691833211,0.6571428571428573,0.10391725696985661,43,0.009933995599706646,0.022549554464448084,0.0,0.028056112224448898,0.4385474391267842,0
0.9997532691833211,0.6357142857142857,0.12475639052869715,22,0.03326888459230615,0.004500818330605565,0.0,0.018036072144288578,0.3779126784214944,0
0.9997532691833211,0.5,0.025145332117439356,44,0.03326888459230615,0.004500818330605565,0.0,0.018036072144288578,0.38175482787573456,0
0.9997532691833211,0.6357142857142857,0.14976335079930583,22,0.0532702180145343,0.01800327332242226,0.0,0.018036072144288578,0.3763509655751468,0
0.7740584432807301,0.6571428571428573,0.07891029669924796,21,0.07993866257750516,0.010729223495180943,0.0,0.026513026052104212,0.48920403022670017,0
0.02664692820133139,0.5714285714285714,0.04973550971687119,64,0.06660444029601972,0.0143662484088016,0.0,0.008016032064128256,0.535650713685978,0
0.02664692820133139,0.2857142857142857,0.04973550971687119,88,0.0532702180145343,0.001636661211129296,0.0,0.0966933867735471,0.15102434928631406,0
1.312607944633606e-05,0.5714285714285714,0.03306420286979876,9,0.0002000133342222815,0.0023640661938534274,0.0,0.5661322645290581,0.24725776658270357,0
0.000986923266715027,0.41071428571428575,0.04973550971687119,0,0.01593439562637509,0.004155755591925799,0.0,0.011693386773547093,0.39546599496221657,1
0.6578948926720944,0.592857142857143,0.08307812341101607,88,0.1342756183745583,0.023458810692853247,0.0,0.020100200400801602,0.5368916876574306,1
0.01480384900073922,0.39285714285714285,0.03306420286979876,88,0.03993599573304887,0.027095835606473904,0.0,0.06793587174348698,0.20955331654072218,0
0.02664692820133139,0.5535714285714286,0.03306420286979876,88,0.0026001733448896593,0.001636661211129296,0.0,0.24460921843687372,0.2806935348446683,0
0.142116950407105,0.5357142857142858,0.04973550971687119,9,0.005267017801186745,0.001636661211129296,0.0,0.016915330661322645,0.44190596137699406,0
0.9997532691833211,0.5357142857142858,0.01639289602272633,88,1.0,0.045280960174577195,0.0,0.025275050100200404,0.5010310663308144,1
0.010856155933875166,0.5357142857142858,0.05473690177099293,72,0.0066004400293352885,0.041643935260956534,0.0,0.01002004008016032,0.3869151973131822,0
9.869232667061446e-05,0.5214285714285714,0.07474246998747985,88,0.013267551170078004,0.10892889616293872,0.0,0.012024048096192385,0.5742317380352644,1
1.9738465333333355e-05,0.5714285714285714,0.04973550971687119,88,0.013200880058670575,0.0034933624295326393,0.0,0.012446392785571142,0.4022854743912677,1
0.00690846286701111,0.892857142857143,0.04973550971687119,9,0.03326888459230615,0.00027277686852154935,0.0,0.04809619238476954,0.22100083963056255,0
0.0917838638045883,0.34285714285714286,0.04973550971687119,9,0.00040002666844456293,0.5090016366612111,0.0,0.9999999999999999,0.4129403862300586,0
0.0006578948926711085,0.15714285714285714,0.020560722734494438,9,0.04309620641376091,0.049849972722313146,0.0,0.0906813627254509,0.09751805205709493,0
0.010362694300517158,0.41071428571428575,0.0997494302580885,5,0.03326888459230615,0.03480769230769228,0.0,0.008016032064128256,0.48864147774979,1
9.869222797927472e-10,0.37500000000000006,0.07498489579599654,1,0.19994666311087406,0.14639570831060195,0.0,0.007798597194388777,1.0,0
9.869222797927472e-10,0.37500000000000006,0.0727752557795253,87,0.19994666311087406,0.1323931623931624,0.0,0.008049098196392785,1.0,1
0.017271157167529257,0.46428571428571425,0.001388719860361134,8,0.03326888459230615,0.018562465902891435,0.0,0.00525501002004008,0.5189538203190596,1
0.02960769800147943,0.5,0.06223898985217552,86,0.09327288485899059,0.10892889616293872,0.0,0.0063842685370741475,0.8586717044500419,1
3.2894736737231714e-05,0.1607142857142857,0.01639289602272633,9,0.041142742849523295,0.051613929805419165,0.0,0.0906813627254509,0.06300419815281273,0
3.2894736737231714e-05,0.14285714285714285,0.01639289602272633,9,0.04340956063737582,0.05342789598108747,0.0,0.09088176352705411,0.06442989084802687,1
5.3293856401677824e-05,0.32142857142857145,0.7499303972939135,94,0.03660244016267751,0.06508637934169849,0.0,0.08261523046092184,0.0,0
1.3126069578090318e-09,0.5042214285714286,0.008057242599190108,9,0.13327555170344688,0.18166939443535188,0.0,0.005258016032064128,0.8838706968933668,0
9.869222797927472e-10,0.2857142857142857,0.24979119188174043,83,0.03326888459230615,0.06383160574649938,0.0,0.08261523046092184,0.009907640638119226,0
9.869222797927472e-10,0.2857142857142857,0.24979119188174043,87,0.03326888459230615,0.06590289143480633,0.0,0.08281563126252504,0.009907640638119226,1
0.003421051073278069,0.25,0.03306420286979876,50,0.013267551170078004,0.005273686124749955,0.0,0.0,0.5237951301427372,1
0.0005921053047115723,0.37500000000000006,0.028896376158030652,88,0.04189612640842722,0.0034551736679396252,0.0,0.008016032064128256,0.526994122586062,1
9.869232666173215e-06,0.2857142857142857,0.024728549446262543,9,0.001266751116741116,0.01800327332242226,0.0,0.5972444889779559,0.18054072208228372,1
0.001164473723167038,0.48214285714285715,0.12475639052869715,93,0.0066004400293352885,0.0,0.0,0.003006012024048096,0.5512057094878253,1
0.0005263153219827294,0.3035714285714286,0.14976335079930583,45,0.03993599573304887,0.07255864702673213,0.0,0.038076152304609215,0.1373501259445844,0
5.394736737231686e-06,0.42857142857142855,0.03306420286979876,85,0.01848123208213881,0.0009092562284051645,0.0,0.011016533066132263,0.3946364399664148,1
0.1943467732504901,1.0,0.008057242599190108,64,0.060237349156610435,0.030916075650118207,0.0,0.08867735470941883,0.21551973131822005,1
5.9215386133728166e-09,0.46428571428571425,0.014725765338019082,92,0.03326888459230615,0.05802600472813238,0.0,0.06402805611222445,0.026028547439126783,1
0.0002631581544525046,0.07142857142857142,0.0,35,0.0066004400293352885,0.024071649390798325,0.0,0.00015030060120240505,0.5051620486985726,1
0.0013157858376501373,0.46428571428571425,0.04980469564028654,9,0.06660444029601972,0.001636661211129296,0.0,0.008016032064128256,0.5312846347607052,0
0.0013157858376501373,0.46428571428571425,0.04980469564028654,40,0.06660444029601972,0.001636661211129296,0.0,0.008016032064128256,0.5258219983207387,1
1.1349617566247235e-05,0.1607142857142857,0.025562114788616166,9,0.04280952063470898,0.05048281505728314,0.0,0.08987975951903808,0.06587909319899246,1
0.0008848684204283256,0.46428571428571425,0.00395860181083735,9,0.022081472098139876,0.008910711038370612,0.0,0.003006012024048096,0.5658354324097395,0
0.1403388910458417,0.46428571428571425,0.001388719860361134,9,0.003266884458963931,0.008910711038370612,0.0,0.016032064128256515,0.43753988245172126,0
5.42807698001481e-09,0.5,0.04973550971687119,73,0.018826588439229283,0.009639025277323155,0.0,0.0593186372745491,0.2451234256926952,1
0.23140437461238525,0.625,0.04973550971687119,89,0.011547436495766384,0.002638206946717584,0.0,0.018486973947895793,0.4380235096557515,1
0.05263153219837064,0.625,0.008057242599190108,61,0.0066004400293352885,0.001636661211129296,0.0,0.018036072144288578,0.4380235096557515,1
5.263153219738471e-05,0.5714285714285714,0.19977727134052312,18,0.0370691379425295,0.09074377159483543,0.0,0.0564128256513026,0.08273719563392104,1
0.06149154760003859,0.5714285714285714,0.07474246998747985,71,0.0066004400293352885,0.08165120931078379,0.0,0.014912825651302605,0.3851989924433249,1
0.00019738465334221585,0.6321428571428571,0.01639289602272633,34,0.05941729448629908,0.04883615202764138,0.0,0.07650300601202405,0.12892527287993288,1
0.00019738465334221585,0.6321428571428571,1.0,34,0.05947063137542502,0.053920258228768864,0.0,0.06978957915831663,0.08389084802686818,1
6.90846188008883e-09,0.4428571428571429,0.04381065229822301,70,0.015814387625841725,0.002362702309510818,0.0,0.011317134268537072,0.4029571788413098,1
6.90846188008883e-09,0.41785714285714287,0.03618952275049887,70,0.04321621441429428,0.051773958901618476,0.0,0.0626753507014028,0.12255919395465996,1
0.00013157858376412548,0.5714285714285714,0.01639289602272633,17,0.0066004400293352885,0.05437352245862884,0.0,0.0652805611222445,0.1927825356842989,1
0.00013157858376412548,0.5714285714285714,0.01639289602272633,9,0.06660444029601972,0.05437352245862884,0.0,0.0656312625250501,0.13123089840470198,1
0.32626160110416896,0.5134464285714286,0.06796975158085668,9,0.0,0.7272231314784506,0.0,0.5788877755511023,0.460035264483627,1
0.026315815445348167,0.6071428571428572,0.06160895615946438,13,0.16661110740716045,0.036188397890525546,0.0,0.008016032064128256,0.6836691855583543,1
0.02557603036905039,0.32142857142857145,0.13623458529290655,39,0.04126941796119741,0.06212038552464084,0.0,0.08622244488977955,0.09459277917716208,1
0.006742297837502107,0.39285714285714285,0.02092398217503872,69,0.0402226815121008,0.007109019821785779,0.0,0.005861723446893787,0.531521410579345,1
0.04712309211859227,0.25,0.19778171591092855,64,0.038802586839122605,0.059403527914166206,0.0,0.08622244488977955,0.04835600335852223,0
0.03788536393305445,0.39285714285714285,0.03988026667422433,17,0.03493566237749183,0.019750409165302775,0.0,0.07069138276553107,0.21056926952141058,0
0.10189924431189237,0.32142857142857145,0.14783781485846895,17,0.03970731382092139,0.060385524640843784,0.0,0.08622244488977955,0.09527455919395471,0
0.00031542203817938125,0.14285714285714285,0.12860191086519082,17,0.04186945796386425,0.06228405164575378,0.0,0.08306613226452905,0.06183879093198992,1
0.0002446194739948264,0.20714285714285713,0.08677360198588607,90,0.041819454630308686,0.057869612656846696,0.0,0.087625250501002,0.06442989084802687,1
0.003393607180990879,0.07142857142857142,0.038293725086815826,17,0.043702913527568506,0.029750863793416987,0.0,0.09258517034068137,0.15102434928631406,0
0.003393607180990879,0.0,0.038293725086815826,17,0.043702913527568506,0.029750863793416987,0.0,0.09258517034068137,0.15102434928631406,0
0.04536551564406672,0.1785714285714286,0.14221958445100555,17,0.039069271284752315,0.05994908165120931,0.0,0.08622244488977955,0.09576994122586067,0
0.04536551564406672,0.1785714285714286,0.14221958445100555,17,0.039069271284752315,0.05994908165120931,0.0,0.08622244488977955,0.09576994122586067,0
0.0033235331996437326,0.2142857142857143,0.03936067205372162,17,0.043702913527568506,0.02971449354428078,0.0,0.09258517034068137,0.15102434928631406,0
0.025793740081089624,0.42857142857142855,0.03669673892566764,16,0.03649576638442563,0.02088607019458083,0.0,0.07014028056112225,0.20739378673383715,1
0.003393607180990879,0.07142857142857142,0.038293725086815826,17,0.043702913527568506,0.029750863793416987,0.0,0.09258517034068137,0.15102434928631406,0
0.006742297837502107,0.39285714285714285,0.02092398217503872,17,0.0402226815121008,0.007109019821785779,0.0,0.005861723446893787,0.531521410579345,1
0.0003127904566348463,0.04642857142857143,0.12814901814338325,17,0.04186945796386425,0.06228405164575378,0.0,0.08306613226452905,0.06183879093198992,1
0.009229969039942275,0.23214285714285715,0.18526489873014657,3,0.03740249349956663,0.06398436079287143,0.0,0.08311623246492986,0.04777329974811081,1
0.0003127904566348463,0.10535714285714287,0.12814901814338325,62,0.04186945796386425,0.06228405164575378,0.0,0.08306613226452905,0.06183879093198992,1
0.047122855503423274,0.2857142857142857,0.19778171591092855,17,0.038802586839122605,0.059403527914166206,0.0,0.08622244488977955,0.04835600335852223,0
0.0026594481776254625,0.3392857142857143,0.19996565710789505,36,0.03726915127675178,0.06565739225313694,0.0,0.08291583166332665,0.05727791771620483,1
0.0003127904566348463,0.07142857142857142,0.12814901814338325,16,0.04186945796386425,0.06228405164575378,0.0,0.08306613226452905,0.06183879093198992,1
0.04711762498730186,0.23214285714285715,0.1978650724451639,81,0.038802586839122605,0.059403527914166206,0.0,0.08622244488977955,0.04835600335852223,0
0.04712309211859227,0.24464285714285716,0.19778171591092855,82,0.038802586839122605,0.059403527914166206,0.0,0.08622244488977955,0.04835600335852223,0
0.047122855503423274,0.2857142857142857,0.19778171591092855,69,0.038802586839122605,0.059403527914166206,0.0,0.08622244488977955,0.04835600335852223,0
0.0003127904566348463,0.05714285714285716,0.12814901814338325,17,0.04186945796386425,0.06228405164575378,0.0,0.08306613226452905,0.06183879093198992,1
0.010449339454963291,0.35714285714285715,0.08314925987733253,69,0.04308620574704979,0.05612384069830878,0.0,0.08782565130260521,0.1321057934508817,1
0.00031542203817938125,0.14285714285714285,0.12860191086519082,19,0.04186945796386425,0.06228405164575378,0.0,0.08306613226452905,0.06183879093198992,1
1.0000000000000002,0.5714285714285714,0.03306420286979876,75,0.06660444029601972,0.027095835606473904,0.0,0.018036072144288578,0.3767691015952981,1
1.0000000000000002,0.5357142857142858,0.012225069310958216,37,1.0,0.027095835606473904,0.0,0.058116232464929855,0.3807002518891687,1
1.0000000000000002,0.42857142857142855,0.013058634653311838,37,0.39995999733315557,0.18166939443535188,0.0,0.026683366733466937,0.7152527287993283,1
1.0000000000000002,0.5714285714285714,0.011391503968604595,37,0.04326955130342022,1.0,0.0,0.018036072144288578,0.5406784214945424,1
1.993584997779425e-06,0.6428571428571428,0.08307812341101607,74,0.05553703580238682,0.05005773777050373,0.0,0.07374749498997996,0.1298790931989925,1
0.0006578948926711085,0.5714285714285714,0.1447002749098499,9,0.001266751116741116,0.06346608474268049,0.0,0.5641783567134269,0.2244970612930311,0
0.00013157858376412548,0.5964285714285715,0.05466631545780243,9,0.012777518501233414,0.013483815239134394,0.0,0.012857214428857715,0.405808564231738,0
0.8098430571132494,0.5,0.16487241448869938,65,0.39995999733315557,0.14529914529914528,0.0,0.01850701402805611,0.7014105793450882,0
1.3157897843572677e-06,0.26785714285714285,0.02602057572691066,65,0.04054270284685645,0.048627932351336604,0.0,0.08967935871743486,0.06455247691015956,0
0.821522173599803,0.6071428571428572,0.10804340541450703,76,0.5293019534635641,0.010729223495180943,0.0,0.021132264529058118,0.542354324097397,0
0.8199181327411796,0.6000000000000001,0.27589845840425586,76,0.4666311087405827,0.0070921985815602835,0.0,0.019789579158316636,0.5015348446683457,0
0.5654159825018521,0.5107142857142857,0.1262998701305197,48,0.03326888459230615,0.0,0.0,0.02367735470941884,0.3779126784214944,0
0.13157858376511142,0.5107142857142857,0.04908616231517772,46,0.00920728048536569,0.006389798145117295,0.0,0.014610721442885772,0.44190596137699406,0
4.924747100912909e-13,0.46214285714285713,0.061619509096698576,58,0.03770251350090006,0.05260501909438079,0.0,0.06277555110220441,0.1397548278757347,0
9.770540340488538e-14,0.6264285714285713,0.049268713125153185,79,0.03324888325888392,0.023579741771231132,0.0,0.07850701402805611,0.19575482787573462,0
0.03807613880482522,0.42857142857142855,0.03767034324553666,6,0.0348689912660844,0.019188488816148395,0.0,0.07069138276553107,0.21167254408060454,0
5.42807698001481e-09,0.5,0.04841652593305138,26,0.03760917394492966,0.05270867430441898,0.0,0.06317635270541082,0.13492695214105796,0
0.0006578948926711085,0.5714285714285714,0.050812884586209826,14,0.06660444029601972,0.127114020731042,0.0,0.00754509018036072,0.7282552476910159,1
0.000986842141622503,0.6071428571428572,0.04605042570182034,14,0.012894192946196413,0.0024499909074377152,0.0,0.011596192384769537,0.43533669185558355,1
0.4595470308136301,0.6071428571428572,0.06865465888005494,10,0.03326888459230615,0.002545917439534461,0.0,0.026002004008016034,0.37738874895046165,1
0.000743421051072293,0.592857142857143,0.008057242599190108,15,0.03326888459230615,0.001636661211129296,0.0,0.00640881763527054,0.5350747271200671,1
0.0004934210510722926,0.5714285714285714,0.04037943060818595,15,0.013827588505900393,0.003012365884706309,0.0,0.010814629258517035,0.4019261125104953,1
0.0009210530471246,0.5714285714285714,0.13464247548901112,63,0.001266751116741116,0.06346608474268049,0.0,0.5642785571142285,0.2215566750629723,1
0.00019736846780064171,0.592857142857143,0.0718583394600386,14,0.0066004400293352885,0.0,0.0,0.012828657314629259,0.4019261125104953,1
0.004934210708116463,0.6214285714285714,0.04461811037405412,14,0.13327555170344688,0.18166939443535188,0.0,0.003006012024048096,0.8751385390428211,1
0.4020813537073768,0.5714285714285714,0.06339764567804705,25,0.015381025401693445,0.011325240952900535,0.0,0.018306613226452904,0.4380235096557515,1
5.42807698001481e-09,0.5,0.038906520648247095,23,0.03958930595373024,0.053112384069830876,0.0,0.06337675350701402,0.13188748950461798,1
0.0001447368369099434,0.6071428571428572,0.08864217207122649,27,0.001266751116741116,0.005273686124749955,0.0,0.566683366733467,0.24304114189756512,1
9.8684210213669e-05,0.5142857142857142,0.05990083906687361,24,0.003266884458963931,0.0143662484088016,0.0,0.24639278557114228,0.24304114189756512,1
0.5617691144082899,0.5625,0.06497170045662709,80,0.019154610307353822,0.013538370612838703,0.0,0.020691382765531063,0.44190596137699406,0
2.960768813224775e-09,0.6764285714285714,0.0038894158874219994,80,0.06556437095806386,0.0680805601018367,0.0,0.08186372745490982,0.1368782535684299,1
9.869133974833466e-11,0.45714285714285713,0.03523147275991818,59,0.04220281352090139,0.0371322058556101,0.0,0.0656312625250501,0.1397548278757347,0
0.01473684678016187,0.5714285714285714,0.04973550971687119,60,0.013267551170078004,0.0034551736679396252,0.0,0.012014028056112225,0.4392191435768262,0
0.7401315766099184,0.6285714285714286,0.04973550971687119,77,0.5666377758517234,0.010729223495180943,0.0,0.023867735470941884,0.545712846347607,0
0.8214713647273628,0.5714285714285714,0.03306420286979876,7,0.33328888592572836,0.008910711038370612,0.0,0.01866733466933868,0.545712846347607,0
0.0,0.46428571428571425,0.061619509096698576,67,0.03770251350090006,0.05260501909438079,0.0,0.06277555110220441,0.1397548278757347,0
9.869222797927472e-10,0.3142857142857143,0.008057242599190108,68,0.05004333622241482,0.05896526641207492,0.0,0.09473947895791583,0.07305289672544084,0
1.3126069578090318e-09,0.14285714285714285,0.0272042385130528,66,0.04097606507100473,0.048653391525731955,0.0,0.08967935871743486,0.0737464315701092,0
1.0000000000000002,0.5464285714285715,0.12475639052869715,11,0.3927461830788719,0.19776686670303692,0.0,0.025420841683366734,0.7050159529806885,0
1.0000000000000002,0.625,0.0997494302580885,12,0.03326888459230615,0.005273686124749955,0.0,0.09819639278557114,0.2198975650713686,0
0.505456266587221,0.592857142857143,0.03306420286979876,12,0.0066004400293352885,0.001636661211129296,0.0,0.04809619238476954,0.28163560033585217,0
0.0394736738218594,0.6142857142857143,0.0997494302580885,12,0.019934662310820722,0.05437352245862884,0.0,0.014709418837675353,0.3862434928631402,0
1.0000000000000002,0.39285714285714285,0.0997494302580885,30,0.0066004400293352885,0.09074377159483543,0.0,0.028056112224448898,0.3769084802686817,0
1.0000000000000002,0.5714285714285714,0.01639289602272633,28,0.0066004400293352885,0.01800327332242226,0.0,0.04809619238476954,0.28163560033585217,0
1.0000000000000002,0.6321428571428571,1.0,29,0.3753216881125408,0.00998590652845972,0.0,0.02717434869739479,0.4972930310663307,1
1.0000000000000002,0.625,0.008057242599190108,31,0.03326888459230615,0.008910711038370612,0.0,0.09819639278557114,0.2198975650713686,0
0.05263153219837064,0.625,0.01639289602272633,32,0.0066004400293352885,0.001636661211129296,0.0,0.018036072144288578,0.4380235096557515,1
0.05263153219837064,0.625,0.038983906076080065,33,0.012040802720181345,0.003955264593562464,0.0,0.015480961923847696,0.4380235096557515,1
0.06710525536639435,0.5357142857142858,0.0997494302580885,84,0.1158743916261084,0.15439170758319692,0.0,0.003006012024048096,0.8320738874895046,0
0.5940261932437203,0.5107142857142857,0.0997494302580885,84,0.0066004400293352885,0.32715039098017823,0.0,0.019118236472945895,0.581521410579345,0
0.4902674236831301,0.5071428571428571,0.21644857818759555,47,0.019934662310820722,0.0007274049827241316,0.0,0.018036072144288578,0.3936120906801008,0
0.13157858376511142,0.5107142857142857,0.19977727134052312,55,0.03747583172211481,0.06097472267685034,0.0,0.05991983967935872,0.1206381192275399,0
1.0000000000000002,0.5357142857142858,0.14976335079930583,2,0.03326888459230615,0.05437352245862884,0.0,0.06192384769539078,0.1670478589420655,0
0.024736846780161883,0.7142857142857142,0.04973550971687119,56,0.06660444029601972,0.008910711038370612,0.0,0.09819639278557114,0.21888161209068016,0
0.009868423390080445,0.7142857142857142,0.5998886356702616,38,0.003266884458963931,0.008910711038370612,0.0,0.25480961923847695,0.23461796809403865,0
4.999999999901313e-05,0.75,0.03723202958156687,38,0.043936262417494494,0.026703036915802877,0.0,0.08041082164328657,0.1846901763224182,0
7.89473673811992e-05,0.5357142857142858,0.13485586821665366,91,0.03596906460430695,0.06551645753773414,0.0,0.055911823647294585,0.12983207388748957,0
1.0000000000000002,0.5714285714285714,0.09810730653365186,52,0.3307820521368091,0.1854009819967267,0.0,0.025671342685370743,0.7010713685978169,1
0.752497455471997,0.5714285714285714,0.05517869140244035,54,0.04326955130342022,1.0,0.0,0.018036072144288578,0.5446230058774139,0
0.5379277397278083,0.5357142857142858,0.06515925265865666,53,0.017487832522168144,0.0119176213857065,0.0,0.020080160320641284,0.44190596137699406,0
5.263158154354804e-05,0.5714285714285714,0.12944936340614804,51,0.03800253350223348,0.06797781414802692,0.0,0.05656312625250501,0.12863979848866502,1
0.00035526316308808327,0.5714285714285714,0.040545451817422515,4,0.01348089872658177,0.0034947263138752484,0.0,0.010715931863727454,0.4019261125104953,1
0.00011842102146459426,0.5714285714285714,0.04240985407605117,41,0.013000866724448296,0.0033933442444080723,0.0,0.011477454909819638,0.4019261125104953,0
